usuario,hotel_recomendado,hotel_consumido,propiedad,path_length,path_count,path_type_variety,shared_property_weight_score,path_confidence_score,weighted_kps,path_type_frequency
3,3237,1941,in_state:PA,2,4,4,5.8,5.8,5.8,4
3,3237,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,5,7.8,7.8,7.8,2
3,3237,1783,in_state:PA,2,5,5,7.8,7.8,7.8,4
3,3237,1783,status:open,2,5,5,7.8,7.8,7.8,4
3,3237,1783,has_postal_code:19106,2,5,5,7.8,7.8,7.8,3
3,3237,1783,located_in_city:Philadelphia,2,5,5,7.8,7.8,7.8,3
3,3484,457,located_in_city:Philadelphia,2,4,4,6.8,6.8,6.8,3
3,3484,457,in_state:PA,2,4,4,6.8,6.8,6.8,4
3,3484,457,has_postal_code:19106,2,4,4,6.8,6.8,6.8,3
3,3484,457,status:open,2,4,4,6.8,6.8,6.8,4
3,3484,2513,located_in_city:Philadelphia,2,4,4,6.8,6.8,6.8,3
3,3484,2513,in_state:PA,2,4,4,6.8,6.8,6.8,4
3,3484,2513,has_postal_code:19106,2,4,4,6.8,6.8,6.8,3
3,3484,2513,status:open,2,4,4,6.8,6.8,6.8,4
3,3484,1941,status:open,2,2,2,2.8,2.8,2.8,4
3,3484,1941,in_state:PA,2,2,2,2.8,2.8,2.8,4
3,3484,1783,in_state:PA,2,4,4,6.8,6.8,6.8,4
3,3484,1783,status:open,2,4,4,6.8,6.8,6.8,4
3,3484,1783,has_postal_code:19106,2,4,4,6.8,6.8,6.8,3
3,3484,1783,located_in_city:Philadelphia,2,4,4,6.8,6.8,6.8,3
3,3732,457,status:open,2,1,1,0.3,0.3,0.3,4
3,3732,2513,has_rating:4.0 stars,2,2,2,1.8,1.8,1.8,1
3,3732,2513,status:open,2,2,2,1.8,1.8,1.8,4
3,3732,1941,status:open,2,4,2,3.3,1.3,3.3,4
3,3732,1941,has_attribute:WiFi=free,2,4,2,3.3,1.3,3.3,2
3,3732,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,2,3.3,1.3,3.3,2
3,3732,1941,has_attribute:RestaurantsPriceRange2=2,2,4,2,3.3,1.3,3.3,2
3,3732,1783,has_attribute:ByAppointmentOnly=False,2,5,2,4.3,1.3,4.3,2
3,3732,1783,has_attribute:RestaurantsDelivery=False,2,5,2,4.3,1.3,4.3,2
3,3732,1783,has_attribute:WiFi=free,2,5,2,4.3,1.3,4.3,2
3,3732,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,2,4.3,1.3,4.3,2
3,3732,1783,status:open,2,5,2,4.3,1.3,4.3,4
3,3737,457,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,3737,457,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,3737,457,status:open,2,3,3,5.8,5.8,5.8,4
3,3737,2513,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,3737,2513,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,3737,2513,status:open,2,3,3,5.8,5.8,5.8,4
3,3737,1941,status:open,2,2,2,2.8,2.8,2.8,4
3,3737,1941,in_state:PA,2,2,2,2.8,2.8,2.8,4
3,3737,1783,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,3737,1783,status:open,2,3,3,5.8,5.8,5.8,4
3,3737,1783,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,393,457,in_state:PA,2,3,3,4.8,4.8,4.8,4
3,393,457,has_category:Tours,2,3,3,4.8,4.8,4.8,3
3,393,457,status:open,2,3,3,4.8,4.8,4.8,4
3,393,2513,in_state:PA,2,3,3,4.8,4.8,4.8,4
3,393,2513,status:open,2,3,3,4.8,4.8,4.8,4
3,393,2513,has_category:Tours,2,3,3,4.8,4.8,4.8,3
3,393,1941,status:open,2,4,3,4.8,3.8,4.8,4
3,393,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.8,3.8,4.8,2
3,393,1941,has_attribute:RestaurantsPriceRange2=2,2,4,3,4.8,3.8,4.8,2
3,393,1941,in_state:PA,2,4,3,4.8,3.8,4.8,4
3,393,1783,has_category:Arts & Entertainment,2,5,4,6.8,5.8,6.8,3
3,393,1783,has_attribute:GoodForKids=True,2,5,4,6.8,5.8,6.8,2
3,393,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,4,6.8,5.8,6.8,2
3,393,1783,in_state:PA,2,5,4,6.8,5.8,6.8,4
3,393,1783,status:open,2,5,4,6.8,5.8,6.8,4
3,4088,457,has_category:Tours,2,4,2,6.3,2.3,6.3,3
3,4088,457,has_category:Landmarks & Historical Buildings,2,4,2,6.3,2.3,6.3,3
3,4088,457,has_category:Public Services & Government,2,4,2,6.3,2.3,6.3,3
3,4088,457,status:open,2,4,2,6.3,2.3,6.3,4
3,4088,2513,has_rating:4.0 stars,2,5,3,7.8,3.8,7.8,1
3,4088,2513,status:open,2,5,3,7.8,3.8,7.8,4
3,4088,2513,has_category:Public Services & Government,2,5,3,7.8,3.8,7.8,3
3,4088,2513,has_category:Tours,2,5,3,7.8,3.8,7.8,3
3,4088,2513,has_category:Landmarks & Historical Buildings,2,5,3,7.8,3.8,7.8,3
3,4088,1941,status:open,2,1,1,0.3,0.3,0.3,4
3,4088,1783,has_category:Public Services & Government,2,7,3,10.3,3.3,10.3,3
3,4088,1783,has_category:Museums,2,7,3,10.3,3.3,10.3,3
3,4088,1783,has_category:Landmarks & Historical Buildings,2,7,3,10.3,3.3,10.3,3
3,4088,1783,has_category:Arts & Entertainment,2,7,3,10.3,3.3,10.3,3
3,4088,1783,has_attribute:GoodForKids=True,2,7,3,10.3,3.3,10.3,1
3,4088,1783,has_attribute:ByAppointmentOnly=False,2,7,3,10.3,3.3,10.3,1
3,4088,1783,status:open,2,7,3,10.3,3.3,10.3,4
3,4122,457,status:open,2,1,1,0.3,0.3,0.3,4
3,4122,2513,has_rating:4.0 stars,2,2,2,1.8,1.8,1.8,1
3,4122,2513,status:open,2,2,2,1.8,1.8,1.8,4
3,4122,1941,status:open,2,4,3,4.3,3.3,4.3,4
3,4122,1941,has_attribute:WiFi=free,2,4,3,4.3,3.3,4.3,2
3,4122,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.3,3.3,4.3,2
3,4122,1941,has_category:Event Planning & Services,2,4,3,4.3,3.3,4.3,1
3,4122,1783,has_attribute:WiFi=free,2,3,2,2.3,1.3,2.3,2
3,4122,1783,has_attribute:BusinessAcceptsCreditCards=True,2,3,2,2.3,1.3,2.3,2
3,4122,1783,status:open,2,3,2,2.3,1.3,2.3,4
3,4183,457,status:open,2,1,1,0.3,0.3,0.3,4
3,4183,2513,status:open,2,1,1,0.3,0.3,0.3,4
3,4183,1941,status:open,2,4,3,4.3,3.3,4.3,4
3,4183,1941,has_attribute:WiFi=free,2,4,3,4.3,3.3,4.3,2
3,4183,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.3,3.3,4.3,2
3,4183,1941,has_category:Event Planning & Services,2,4,3,4.3,3.3,4.3,2
3,4183,1783,has_category:Restaurants,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:RestaurantsDelivery=False,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:WiFi=free,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:RestaurantsReservations=True,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:GoodForKids=True,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:RestaurantsTakeOut=False,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:BusinessAcceptsCreditCards=True,2,9,3,9.3,3.3,9.3,2
3,4183,1783,has_attribute:OutdoorSeating=False,2,9,3,9.3,3.3,9.3,2
3,4183,1783,status:open,2,9,3,9.3,3.3,9.3,4
3,4359,457,status:open,2,1,1,0.3,0.3,0.3,4
3,4359,2513,has_rating:4.0 stars,2,2,2,1.8,1.8,1.8,1
3,4359,2513,status:open,2,2,2,1.8,1.8,1.8,4
3,4359,1941,status:open,2,3,3,3.3,3.3,3.3,4
3,4359,1941,has_attribute:BusinessAcceptsCreditCards=True,2,3,3,3.3,3.3,3.3,2
3,4359,1941,has_category:Event Planning & Services,2,3,3,3.3,3.3,3.3,2
3,4359,1783,has_category:Travel Services,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_category:Restaurants,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_category:Museums,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_category:Arts & Entertainment,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_attribute:GoodForKids=True,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_attribute:ByAppointmentOnly=False,2,8,3,11.3,3.3,11.3,2
3,4359,1783,has_attribute:BusinessAcceptsCreditCards=True,2,8,3,11.3,3.3,11.3,2
3,4359,1783,status:open,2,8,3,11.3,3.3,11.3,4
3,4464,457,has_rating:4.5 stars,2,2,2,1.8,1.8,1.8,2
3,4464,457,status:open,2,2,2,1.8,1.8,1.8,4
3,4464,2513,status:open,2,1,1,0.3,0.3,0.3,4
3,4464,1941,status:open,2,4,3,4.3,3.3,4.3,4
3,4464,1941,has_attribute:WiFi=free,2,4,3,4.3,3.3,4.3,2
3,4464,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.3,3.3,4.3,2
3,4464,1941,has_category:Event Planning & Services,2,4,3,4.3,3.3,4.3,2
3,4464,1783,has_category:Restaurants,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_category:Arts & Entertainment,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_attribute:RestaurantsDelivery=False,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_attribute:WiFi=free,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_attribute:GoodForKids=True,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_attribute:RestaurantsTakeOut=False,2,9,4,10.8,4.8,10.8,2
3,4464,1783,has_attribute:BusinessAcceptsCreditCards=True,2,9,4,10.8,4.8,10.8,2
3,4464,1783,status:open,2,9,4,10.8,4.8,10.8,4
3,4464,1783,has_rating:4.5 stars,2,9,4,10.8,4.8,10.8,2
3,45,457,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,45,457,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,45,457,status:open,2,3,3,5.8,5.8,5.8,4
3,45,2513,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,45,2513,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,45,2513,status:open,2,3,3,5.8,5.8,5.8,4
3,45,1941,status:open,2,4,3,4.8,3.8,4.8,4
3,45,1941,has_attribute:WiFi=free,2,4,3,4.8,3.8,4.8,2
3,45,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.8,3.8,4.8,2
3,45,1941,in_state:PA,2,4,3,4.8,3.8,4.8,4
3,45,1783,has_attribute:ByAppointmentOnly=False,2,6,4,8.8,6.8,8.8,2
3,45,1783,has_attribute:WiFi=free,2,6,4,8.8,6.8,8.8,2
3,45,1783,has_attribute:BusinessAcceptsCreditCards=True,2,6,4,8.8,6.8,8.8,2
3,45,1783,in_state:PA,2,6,4,8.8,6.8,8.8,4
3,45,1783,status:open,2,6,4,8.8,6.8,8.8,4
3,45,1783,located_in_city:Philadelphia,2,6,4,8.8,6.8,8.8,3
3,473,457,has_category:Tours,2,3,3,3.8,3.8,3.8,3
3,473,457,has_rating:4.5 stars,2,3,3,3.8,3.8,3.8,2
3,473,457,status:open,2,3,3,3.8,3.8,3.8,4
3,473,2513,status:open,2,3,2,4.3,2.3,4.3,4
3,473,2513,has_category:Tours,2,3,2,4.3,2.3,4.3,3
3,473,2513,has_category:Historical Tours,2,3,2,4.3,2.3,4.3,3
3,473,1941,status:open,2,3,2,2.3,1.3,2.3,4
3,473,1941,has_attribute:BusinessAcceptsCreditCards=True,2,3,2,2.3,1.3,2.3,2
3,473,1941,has_attribute:RestaurantsPriceRange2=2,2,3,2,2.3,1.3,2.3,2
3,473,1783,has_category:Restaurants,2,9,4,12.8,4.8,12.8,3
3,473,1783,has_category:Museums,2,9,4,12.8,4.8,12.8,3
3,473,1783,has_category:Local Flavor,2,9,4,12.8,4.8,12.8,3
3,473,1783,has_category:Arts & Entertainment,2,9,4,12.8,4.8,12.8,3
3,473,1783,has_attribute:GoodForKids=True,2,9,4,12.8,4.8,12.8,2
3,473,1783,has_attribute:BusinessAcceptsCreditCards=True,2,9,4,12.8,4.8,12.8,2
3,473,1783,has_attribute:OutdoorSeating=False,2,9,4,12.8,4.8,12.8,2
3,473,1783,status:open,2,9,4,12.8,4.8,12.8,4
3,473,1783,has_rating:4.5 stars,2,9,4,12.8,4.8,12.8,2
3,4825,457,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,4825,457,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,4825,457,status:open,2,3,3,5.8,5.8,5.8,4
3,4825,2513,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,4825,2513,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,4825,2513,status:open,2,3,3,5.8,5.8,5.8,4
3,4825,1941,status:open,2,7,5,9.3,7.3,9.3,4
3,4825,1941,has_attribute:WiFi=free,2,7,5,9.3,7.3,9.3,2
3,4825,1941,has_attribute:BusinessAcceptsCreditCards=True,2,7,5,9.3,7.3,9.3,2
3,4825,1941,has_attribute:RestaurantsPriceRange2=2,2,7,5,9.3,7.3,9.3,2
3,4825,1941,has_category:Event Planning & Services,2,7,5,9.3,7.3,9.3,1
3,4825,1941,in_state:PA,2,7,5,9.3,7.3,9.3,4
3,4825,1941,has_rating:3.0 stars,2,7,5,9.3,7.3,9.3,1
3,4825,1783,has_attribute:WiFi=free,2,5,4,7.8,6.8,7.8,2
3,4825,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,4,7.8,6.8,7.8,2
3,4825,1783,in_state:PA,2,5,4,7.8,6.8,7.8,4
3,4825,1783,status:open,2,5,4,7.8,6.8,7.8,4
3,4825,1783,located_in_city:Philadelphia,2,5,4,7.8,6.8,7.8,3
3,4830,457,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,4830,457,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,4830,457,status:open,2,3,3,5.8,5.8,5.8,4
3,4830,2513,located_in_city:Philadelphia,2,3,3,5.8,5.8,5.8,3
3,4830,2513,in_state:PA,2,3,3,5.8,5.8,5.8,4
3,4830,2513,status:open,2,3,3,5.8,5.8,5.8,4
3,4830,1941,status:open,2,3,3,3.8,3.8,3.8,4
3,4830,1941,has_attribute:WiFi=free,2,3,3,3.8,3.8,3.8,2
3,4830,1941,in_state:PA,2,3,3,3.8,3.8,3.8,4
3,4830,1783,has_attribute:ByAppointmentOnly=False,2,5,4,7.8,6.8,7.8,2
3,4830,1783,has_attribute:WiFi=free,2,5,4,7.8,6.8,7.8,2
3,4830,1783,in_state:PA,2,5,4,7.8,6.8,7.8,4
3,4830,1783,status:open,2,5,4,7.8,6.8,7.8,4
3,4830,1783,located_in_city:Philadelphia,2,5,4,7.8,6.8,7.8,3
3,4942,457,located_in_city:Philadelphia,2,5,5,8.8,8.8,8.8,3
3,4942,457,in_state:PA,2,5,5,8.8,8.8,8.8,4
3,4942,457,has_category:Tours,2,5,5,8.8,8.8,8.8,3
3,4942,457,has_postal_code:19106,2,5,5,8.8,8.8,8.8,3
3,4942,457,status:open,2,5,5,8.8,8.8,8.8,4
3,4942,2513,located_in_city:Philadelphia,2,5,5,8.8,8.8,8.8,3
3,4942,2513,in_state:PA,2,5,5,8.8,8.8,8.8,4
3,4942,2513,has_postal_code:19106,2,5,5,8.8,8.8,8.8,3
3,4942,2513,status:open,2,5,5,8.8,8.8,8.8,4
3,4942,2513,has_category:Tours,2,5,5,8.8,8.8,8.8,3
3,4942,1941,status:open,2,5,5,7.3,7.3,7.3,4
3,4942,1941,has_attribute:BusinessAcceptsCreditCards=True,2,5,5,7.3,7.3,7.3,2
3,4942,1941,has_category:Event Planning & Services,2,5,5,7.3,7.3,7.3,3
3,4942,1941,in_state:PA,2,5,5,7.3,7.3,7.3,4
3,4942,1941,has_rating:3.0 stars,2,5,5,7.3,7.3,7.3,1
3,4942,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,5,7.8,7.8,7.8,2
3,4942,1783,in_state:PA,2,5,5,7.8,7.8,7.8,4
3,4942,1783,status:open,2,5,5,7.8,7.8,7.8,4
3,4942,1783,has_postal_code:19106,2,5,5,7.8,7.8,7.8,3
3,4942,1783,located_in_city:Philadelphia,2,5,5,7.8,7.8,7.8,3
3,4990,457,in_state:PA,2,2,2,2.8,2.8,2.8,4
3,4990,457,status:open,2,2,2,2.8,2.8,2.8,4
3,4990,2513,in_state:PA,2,3,3,4.3,4.3,4.3,4
3,4990,2513,has_rating:4.0 stars,2,3,3,4.3,4.3,4.3,1
3,4990,2513,status:open,2,3,3,4.3,4.3,4.3,4
3,4990,1941,status:open,2,4,3,4.8,3.8,4.8,4
3,4990,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.8,3.8,4.8,2
3,4990,1941,has_attribute:RestaurantsPriceRange2=2,2,4,3,4.8,3.8,4.8,2
3,4990,1941,in_state:PA,2,4,3,4.8,3.8,4.8,4
3,4990,1783,has_category:Restaurants,2,8,4,10.8,5.8,10.8,1
3,4990,1783,has_category:Local Flavor,2,8,4,10.8,5.8,10.8,1
3,4990,1783,has_attribute:GoodForKids=True,2,8,4,10.8,5.8,10.8,2
3,4990,1783,has_attribute:RestaurantsReservations=True,2,8,4,10.8,5.8,10.8,2
3,4990,1783,has_attribute:BusinessAcceptsCreditCards=True,2,8,4,10.8,5.8,10.8,2
3,4990,1783,has_attribute:ByAppointmentOnly=False,2,8,4,10.8,5.8,10.8,2
3,4990,1783,in_state:PA,2,8,4,10.8,5.8,10.8,4
3,4990,1783,status:open,2,8,4,10.8,5.8,10.8,4
3,5061,457,has_category:Tours,2,2,2,2.3,2.3,2.3,2
3,5061,457,status:open,2,2,2,2.3,2.3,2.3,4
3,5061,2513,has_rating:4.0 stars,2,3,3,3.8,3.8,3.8,1
3,5061,2513,status:open,2,3,3,3.8,3.8,3.8,4
3,5061,2513,has_category:Tours,2,3,3,3.8,3.8,3.8,2
3,5061,1941,status:open,2,1,1,0.3,0.3,0.3,4
3,5061,1783,has_attribute:GoodForKids=True,2,3,2,2.3,1.3,2.3,1
3,5061,1783,"has_attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False}",2,3,2,2.3,1.3,2.3,1
3,5061,1783,status:open,2,3,2,2.3,1.3,2.3,4
3,522,457,status:open,2,1,1,0.3,0.3,0.3,4
3,522,2513,status:open,2,1,1,0.3,0.3,0.3,4
3,522,1941,status:open,2,3,2,2.3,1.3,2.3,4
3,522,1941,has_attribute:WiFi=free,2,3,2,2.3,1.3,2.3,2
3,522,1941,has_attribute:BusinessAcceptsCreditCards=True,2,3,2,2.3,1.3,2.3,2
3,522,1783,has_attribute:ByAppointmentOnly=False,2,5,2,4.3,1.3,4.3,2
3,522,1783,has_attribute:WiFi=free,2,5,2,4.3,1.3,4.3,2
3,522,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,2,4.3,1.3,4.3,2
3,522,1783,has_attribute:OutdoorSeating=False,2,5,2,4.3,1.3,4.3,2
3,522,1783,status:open,2,5,2,4.3,1.3,4.3,4
3,5605,457,has_category:Tours,2,2,2,2.3,2.3,2.3,4
3,5605,457,status:open,2,2,2,2.3,2.3,2.3,4
3,5605,2513,status:open,2,2,2,2.3,2.3,2.3,4
3,5605,2513,has_category:Tours,2,2,2,2.3,2.3,2.3,4
3,5605,1941,status:open,2,3,3,3.3,3.3,3.3,4
3,5605,1941,has_attribute:BusinessAcceptsCreditCards=True,2,3,3,3.3,3.3,3.3,2
3,5605,1941,has_category:Event Planning & Services,2,3,3,3.3,3.3,3.3,4
3,5605,1783,has_category:Arts & Entertainment,2,5,3,5.3,3.3,5.3,4
3,5605,1783,has_attribute:GoodForKids=True,2,5,3,5.3,3.3,5.3,2
3,5605,1783,has_attribute:ByAppointmentOnly=False,2,5,3,5.3,3.3,5.3,2
3,5605,1783,has_attribute:BusinessAcceptsCreditCards=True,2,5,3,5.3,3.3,5.3,2
3,5605,1783,status:open,2,5,3,5.3,3.3,5.3,4
3,5855,457,has_category:Tours,2,2,2,2.3,2.3,2.3,2
3,5855,457,status:open,2,2,2,2.3,2.3,2.3,4
3,5855,2513,status:open,2,2,2,2.3,2.3,2.3,4
3,5855,2513,has_category:Tours,2,2,2,2.3,2.3,2.3,2
3,5855,1941,status:open,2,1,1,0.3,0.3,0.3,4
3,5855,1783,status:open,2,1,1,0.3,0.3,0.3,4
3,774,457,has_category:Tours,2,5,3,7.8,3.8,7.8,3
3,774,457,has_category:Landmarks & Historical Buildings,2,5,3,7.8,3.8,7.8,3
3,774,457,has_category:Public Services & Government,2,5,3,7.8,3.8,7.8,3
3,774,457,has_rating:4.5 stars,2,5,3,7.8,3.8,7.8,2
3,774,457,status:open,2,5,3,7.8,3.8,7.8,4
3,774,2513,status:open,2,4,2,6.3,2.3,6.3,4
3,774,2513,has_category:Public Services & Government,2,4,2,6.3,2.3,6.3,3
3,774,2513,has_category:Tours,2,4,2,6.3,2.3,6.3,3
3,774,2513,has_category:Landmarks & Historical Buildings,2,4,2,6.3,2.3,6.3,3
3,774,1941,status:open,2,1,1,0.3,0.3,0.3,4
3,774,1783,has_category:Public Services & Government,2,8,4,11.8,4.8,11.8,3
3,774,1783,has_category:Museums,2,8,4,11.8,4.8,11.8,3
3,774,1783,has_category:Landmarks & Historical Buildings,2,8,4,11.8,4.8,11.8,3
3,774,1783,has_category:Arts & Entertainment,2,8,4,11.8,4.8,11.8,3
3,774,1783,has_attribute:GoodForKids=True,2,8,4,11.8,4.8,11.8,1
3,774,1783,has_attribute:ByAppointmentOnly=False,2,8,4,11.8,4.8,11.8,1
3,774,1783,status:open,2,8,4,11.8,4.8,11.8,4
3,774,1783,has_rating:4.5 stars,2,8,4,11.8,4.8,11.8,2
3,888,457,status:open,2,1,1,0.3,0.3,0.3,4
3,888,2513,status:open,2,1,1,0.3,0.3,0.3,4
3,888,1941,status:open,2,4,3,4.3,3.3,4.3,4
3,888,1941,has_attribute:BusinessAcceptsCreditCards=True,2,4,3,4.3,3.3,4.3,2
3,888,1941,has_attribute:RestaurantsPriceRange2=2,2,4,3,4.3,3.3,4.3,2
3,888,1941,has_category:Event Planning & Services,2,4,3,4.3,3.3,4.3,2
3,888,1783,has_category:Restaurants,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:RestaurantsDelivery=False,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:RestaurantsReservations=True,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:GoodForKids=True,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:RestaurantsTakeOut=False,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:BusinessAcceptsCreditCards=True,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:ByAppointmentOnly=False,2,9,3,9.3,3.3,9.3,2
3,888,1783,has_attribute:OutdoorSeating=False,2,9,3,9.3,3.3,9.3,2
3,888,1783,status:open,2,9,3,9.3,3.3,9.3,4
3,901,457,located_in_city:Philadelphia,2,4,4,6.8,6.8,6.8,3
3,901,457,in_state:PA,2,4,4,6.8,6.8,6.8,4
3,901,457,has_postal_code:19106,2,4,4,6.8,6.8,6.8,3
3,901,457,status:open,2,4,4,6.8,6.8,6.8,4
3,901,2513,located_in_city:Philadelphia,2,4,4,6.8,6.8,6.8,3
3,901,2513,in_state:PA,2,4,4,6.8,6.8,6.8,4
3,901,2513,has_postal_code:19106,2,4,4,6.8,6.8,6.8,3
3,901,2513,status:open,2,4,4,6.8,6.8,6.8,4
3,901,1941,status:open,2,6,5,8.3,7.3,8.3,4
3,901,1941,has_attribute:WiFi=free,2,6,5,8.3,7.3,8.3,2
3,901,1941,has_attribute:BusinessAcceptsCreditCards=True,2,6,5,8.3,7.3,8.3,2
3,901,1941,has_category:Event Planning & Services,2,6,5,8.3,7.3,8.3,1
3,901,1941,in_state:PA,2,6,5,8.3,7.3,8.3,4
3,901,1941,has_rating:3.0 stars,2,6,5,8.3,7.3,8.3,1
3,901,1783,has_attribute:WiFi=free,2,6,5,8.8,7.8,8.8,2
3,901,1783,has_attribute:BusinessAcceptsCreditCards=True,2,6,5,8.8,7.8,8.8,2
3,901,1783,in_state:PA,2,6,5,8.8,7.8,8.8,4
3,901,1783,status:open,2,6,5,8.8,7.8,8.8,4
3,901,1783,has_postal_code:19106,2,6,5,8.8,7.8,8.8,3
3,901,1783,located_in_city:Philadelphia,2,6,5,8.8,7.8,8.8,3
3,907,457,located_in_city:Philadelphia,2,5,5,8.8,8.8,8.8,3
3,907,457,in_state:PA,2,5,5,8.8,8.8,8.8,4
3,907,457,has_category:Tours,2,5,5,8.8,8.8,8.8,4
3,907,457,has_postal_code:19106,2,5,5,8.8,8.8,8.8,3
3,907,457,status:open,2,5,5,8.8,8.8,8.8,4
3,907,2513,located_in_city:Philadelphia,2,6,6,10.3,10.3,10.3,3
3,907,2513,in_state:PA,2,6,6,10.3,10.3,10.3,4
3,907,2513,has_rating:4.0 stars,2,6,6,10.3,10.3,10.3,1
3,907,2513,has_postal_code:19106,2,6,6,10.3,10.3,10.3,3
3,907,2513,status:open,2,6,6,10.3,10.3,10.3,4
3,907,2513,has_category:Tours,2,6,6,10.3,10.3,10.3,4
3,907,1941,status:open,2,5,4,6.8,5.8,6.8,4
3,907,1941,has_attribute:WiFi=free,2,5,4,6.8,5.8,6.8,2
3,907,1941,has_attribute:BusinessAcceptsCreditCards=True,2,5,4,6.8,5.8,6.8,2
3,907,1941,has_category:Event Planning & Services,2,5,4,6.8,5.8,6.8,4
3,907,1941,in_state:PA,2,5,4,6.8,5.8,6.8,4
3,907,1783,has_category:Museums,2,10,6,14.8,9.8,14.8,4
3,907,1783,has_category:Arts & Entertainment,2,10,6,14.8,9.8,14.8,4
3,907,1783,has_attribute:GoodForKids=True,2,10,6,14.8,9.8,14.8,2
3,907,1783,has_attribute:ByAppointmentOnly=False,2,10,6,14.8,9.8,14.8,2
3,907,1783,has_attribute:WiFi=free,2,10,6,14.8,9.8,14.8,2
3,907,1783,has_attribute:BusinessAcceptsCreditCards=True,2,10,6,14.8,9.8,14.8,2
3,907,1783,in_state:PA,2,10,6,14.8,9.8,14.8,4
3,907,1783,status:open,2,10,6,14.8,9.8,14.8,4
3,907,1783,has_postal_code:19106,2,10,6,14.8,9.8,14.8,3
3,907,1783,located_in_city:Philadelphia,2,10,6,14.8,9.8,14.8,3
