usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,ratio_propiedades_compartidas,cobertura_tipos_propiedades,precision_at_5,recall_at_5,f1_at_5,ndcg_at_5,mrr,hit_rate,map,diversidad_tipos_shannon,novedad_threshold_2,serendipia,consistencia_tipos,peso_ponderado_perfil,jaccard_similarity,balance_tipos_gini,riqueza_explicativa
3,104,457,2,0.18181818181818182,2,1.0,0.044444444444444446,0.0851063829787234,0.8597186998521972,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.75,0.044444444444444446,1.0,0.282842712474619
3,104,2513,2,0.16666666666666666,2,1.0,0.044444444444444446,0.0851063829787234,0.8597186998521972,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.75,0.044444444444444446,1.0,0.282842712474619
3,104,1941,3,0.25,2,1.0,0.06666666666666667,0.125,0.8037213937324477,1.0,1.0,1.0,0.9182958340544896,0.6666666666666666,0.0,1.0,0.6363636363636364,0.06666666666666667,0.8333333333333333,0.3464101615137754
3,104,1783,4,0.14285714285714285,2,1.0,0.08888888888888889,0.163265306122449,0.7837880853255055,1.0,1.0,1.0,0.8112781244591328,0.75,0.0,1.0,0.5714285714285714,0.08888888888888889,0.75,0.4
3,1054,457,3,0.2727272727272727,3,1.0,0.06666666666666667,0.125,0.9836821611850634,1.0,1.0,1.0,1.584962500721156,0.0,0.0,1.0,1.0,0.06666666666666667,1.0,0.4242640687119285
3,1054,2513,4,0.3333333333333333,4,1.0,0.08888888888888889,0.163265306122449,0.7979784230390337,1.0,1.0,1.0,2.0,0.25,0.0,1.0,0.8571428571428571,0.08888888888888889,1.0,0.565685424949238
3,1054,1941,5,0.4166666666666667,4,1.0,0.1111111111111111,0.19999999999999998,0.8025255743385984,1.0,1.0,1.0,1.9219280948873623,0.6,0.0,1.0,0.7647058823529411,0.1111111111111111,0.8500000000000001,0.6324555320336759
3,1054,1783,5,0.17857142857142858,4,1.0,0.1111111111111111,0.19999999999999998,0.873038347302462,1.0,1.0,1.0,1.9219280948873623,0.4,0.0,1.0,0.8823529411764706,0.1111111111111111,0.8500000000000001,0.6324555320336759
3,1093,457,1,0.09090909090909091,1,1.0,0.022222222222222223,0.04347826086956522,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.022222222222222223,1.0,0.1414213562373095
3,1093,2513,2,0.16666666666666666,2,1.0,0.044444444444444446,0.0851063829787234,0.7609096232928763,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.625,0.044444444444444446,1.0,0.282842712474619
3,1093,1941,3,0.25,2,1.0,0.06666666666666667,0.125,0.7396673768007592,1.0,1.0,1.0,0.9182958340544896,0.6666666666666666,0.0,1.0,0.6363636363636364,0.06666666666666667,0.8333333333333333,0.3464101615137754
3,1093,1783,3,0.10714285714285714,2,1.0,0.06666666666666667,0.125,0.7396673768007592,1.0,1.0,1.0,0.9182958340544896,0.6666666666666666,0.0,1.0,0.6363636363636364,0.06666666666666667,0.8333333333333333,0.3464101615137754
3,1164,457,2,0.18181818181818182,2,1.0,0.044444444444444446,0.0851063829787234,0.8597186998521972,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.75,0.044444444444444446,1.0,0.282842712474619
3,1164,2513,3,0.25,3,1.0,0.06666666666666667,0.125,0.7396673768007592,1.0,1.0,1.0,1.584962500721156,0.6666666666666666,0.0,1.0,0.6363636363636364,0.06666666666666667,1.0,0.4242640687119285
