usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,ratio_propiedades_compartidas,cobertura_tipos_propiedades,precision_at_5,recall_at_5,f1_at_5,ndcg_at_5,mrr,hit_rate,map,diversidad_tipos_shannon,novedad_threshold_2,serendipia,consistencia_tipos,peso_ponderado_perfil,jaccard_similarity,balance_tipos_gini,riqueza_explicativa
35,4432,4326,8,0.4444444444444444,6,1.0,0.06666666666666667,0.125,0.9069783029220916,1.0,1.0,1.0,2.4056390622295662,0.625,0.0,1.0,0.9523809523809523,0.10666666666666667,0.7916666666666667,0.9797958971132712
35,4432,5767,1,0.1,1,1.0,0.013333333333333334,0.02631578947368421,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.013333333333333334,1.0,0.1414213562373095
35,4432,2344,16,0.3137254901960784,4,1.0,0.06666666666666667,0.125,0.8620679334210629,1.0,1.0,1.0,1.4237949406953985,0.8125,0.0,1.0,0.7352941176470589,0.21333333333333335,0.53125,1.0
35,4432,2989,6,0.42857142857142855,5,1.0,0.06666666666666667,0.125,0.933579955310489,1.0,1.0,1.0,2.2516291673878226,0.5,0.0,1.0,0.9411764705882353,0.08,0.8666666666666667,0.7745966692414834
35,4463,4326,9,0.5,5,1.0,0.06666666666666667,0.125,0.923622470999995,1.0,1.0,1.0,2.058813890331201,0.5555555555555556,0.0,1.0,1.0,0.12,0.6888888888888889,0.9486832980505138
35,4463,5767,2,0.2,2,1.0,0.02666666666666667,0.05194805194805195,0.7609096232928763,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.7142857142857143,0.02666666666666667,1.0,0.282842712474619
35,4463,2344,17,0.3333333333333333,3,1.0,0.06666666666666667,0.125,0.8299250769438711,1.0,1.0,1.0,0.9780155566622414,0.7647058823529411,0.0,1.0,0.8,0.22666666666666666,0.5294117647058822,1.0
35,4463,2989,8,0.5714285714285714,5,1.0,0.06666666666666667,0.125,0.923622470999995,1.0,1.0,1.0,2.0,0.5,0.0,1.0,0.9523809523809523,0.10666666666666667,0.7,0.8944271909999159
35,4610,4326,8,0.4444444444444444,5,1.0,0.06666666666666667,0.125,0.9243710230888972,1.0,1.0,1.0,2.0,0.625,0.0,1.0,0.9523809523809523,0.10666666666666667,0.7,0.8944271909999159
35,4610,5767,1,0.1,1,1.0,0.013333333333333334,0.02631578947368421,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.013333333333333334,1.0,0.1414213562373095
35,4610,2344,10,0.19607843137254902,3,1.0,0.06666666666666667,0.125,0.8166524211685232,1.0,1.0,1.0,1.3609640474436813,0.7,0.0,1.0,0.72,0.13333333333333333,0.7333333333333332,0.7745966692414834
35,4610,2989,7,0.5,5,1.0,0.06666666666666667,0.125,0.9243710230888972,1.0,1.0,1.0,2.1280852788913944,0.5714285714285714,0.0,1.0,0.9473684210526315,0.09333333333333334,0.7714285714285714,0.8366600265340756
35,4634,4326,7,0.3888888888888889,3,1.0,0.06666666666666667,0.125,1.0,1.0,1.0,1.0,1.3787834934861753,0.42857142857142855,0.0,1.0,1.0,0.09333333333333334,0.7142857142857142,0.648074069840786
35,4634,5767,1,0.1,1,1.0,0.013333333333333334,0.02631578947368421,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.013333333333333334,1.0,0.1414213562373095
35,4634,2344,19,0.37254901960784315,5,1.0,0.06666666666666667,0.125,0.7380487420225963,1.0,1.0,1.0,1.562688039303908,0.7894736842105263,0.0,1.0,0.8108108108108109,0.25333333333333335,0.4736842105263157,1.0
