usuario,hotel_recomendado,hotel_compartido,valor_metrica
276,1093,1442,0.2
276,1093,4326,0.5
276,1093,3143,0.0
276,1093,104,0.3333333333333333
276,1093,1356,0.0
276,1093,3438,0.0
276,1093,558,0.0
276,1093,5360,0.0
276,1093,592,0.0
276,1093,4656,0.0
276,1093,880,0.25
276,1093,4088,0.3333333333333333
276,1144,1442,0.0
276,1144,4326,0.0
276,1144,3143,0.0
276,1144,104,0.2857142857142857
276,1144,1356,0.0
276,1144,3438,0.0
276,1144,558,0.0
276,1144,5360,0.125
276,1144,592,0.0
276,1144,4656,0.0
276,1144,880,0.0
276,1144,4088,0.0
276,1164,1442,0.5
276,1164,4326,0.0
276,1164,3143,0.0
276,1164,104,0.3333333333333333
276,1164,1356,0.16666666666666666
276,1164,3438,0.0
276,1164,558,0.0
276,1164,5360,0.0
276,1164,592,0.0
276,1164,4656,0.0
276,1164,880,0.0
276,1164,4088,0.3333333333333333
276,1195,1442,0.0
276,1195,4326,0.0
276,1195,3143,0.0
276,1195,104,0.2857142857142857
276,1195,1356,0.3333333333333333
276,1195,3438,0.0
276,1195,558,0.0
276,1195,5360,0.0
276,1195,592,0.0
276,1195,4656,0.0
276,1195,880,0.0
276,1195,4088,0.3333333333333333
276,1298,1442,0.0
276,1298,4326,0.0
276,1298,3143,0.1
276,1298,104,0.25
276,1298,1356,0.0
276,1298,3438,0.0
276,1298,558,0.0
276,1298,5360,0.3125
276,1298,592,0.0
276,1298,4656,0.4375
276,1298,880,0.0
276,1298,4088,0.0
276,150,1442,0.0
276,150,4326,0.25
276,150,3143,0.0
276,150,104,0.0
276,150,1356,0.0
276,150,3438,0.0
276,150,558,0.0
276,150,5360,0.375
276,150,592,0.2
276,150,4656,0.7142857142857143
276,150,880,0.0
276,150,4088,0.0
276,1542,1442,0.0
276,1542,4326,0.0
276,1542,104,0.0
276,1542,3143,0.125
276,1542,1356,0.25
276,1542,3438,0.0
276,1542,558,0.0
276,1542,5360,0.0
276,1542,592,0.0
276,1542,4656,0.0
276,1542,880,0.0
276,1542,4088,0.2222222222222222
276,1840,1442,0.5
276,1840,4326,0.0
276,1840,3143,0.0
276,1840,104,0.0
276,1840,1356,0.0
276,1840,3438,0.0
276,1840,558,0.0
276,1840,5360,0.2
276,1840,592,0.25
276,1840,4656,0.0
276,1840,880,0.4
276,1840,4088,0.0
276,2085,1442,0.4
276,2085,4326,0.0
276,2085,3143,0.21428571428571427
276,2085,104,0.45454545454545453
276,2085,1356,0.1111111111111111
276,2085,3438,0.0
276,2085,558,0.0
276,2085,5360,0.16666666666666666
276,2085,592,0.2
276,2085,4656,0.5
276,2085,880,0.0
276,2085,4088,0.3
276,2109,1442,0.0
276,2109,4326,0.2222222222222222
276,2109,3143,0.0
276,2109,104,0.25
276,2109,1356,0.0
276,2109,3438,0.0
276,2109,558,0.0
276,2109,5360,0.0
276,2109,592,0.0
276,2109,4656,0.0
276,2109,880,0.0
276,2109,4088,0.25
276,2417,1442,0.0
276,2417,4326,0.0
276,2417,3143,0.2
276,2417,104,0.25
276,2417,1356,0.0
276,2417,3438,0.0
276,2417,558,0.16666666666666666
276,2417,5360,0.16666666666666666
276,2417,592,0.16666666666666666
276,2417,4656,0.0
276,2417,880,0.0
276,2417,4088,0.0
276,25,1442,0.3333333333333333
276,25,4326,0.0
276,25,3143,0.0
276,25,104,0.5
276,25,1356,0.0
276,25,3438,0.0
276,25,558,0.0
276,25,5360,0.0
276,25,592,0.0
276,25,4656,0.0
