usuario,hotel_recomendado,hotel_consumido,propiedad,example_similarity_score,shared_attribute_count,mean_example_similarity,k_nearest_example_strength,example_coverage,example_consensus_score,example_disagreement_score,is_most_similar,is_least_similar,is_prototype,prototype_similarity
3,4183,1783,,0.1956521739130435,9,0.09082017617486725,0.363280704699469,1.0,3.75,0.00659025367016765,1,0,0,0.0
3,4359,457,,0.030303030303030304,1,0.09267640063424948,0.3707056025369979,1.0,3.5,0.004546024759521709,0,1,1,0.030303030303030304
3,4359,2513,,0.06060606060606061,2,0.09267640063424948,0.3707056025369979,1.0,3.5,0.004546024759521709,0,0,0,0.0
3,4359,1941,,0.09375,3,0.09267640063424948,0.3707056025369979,1.0,3.5,0.004546024759521709,0,0,0,0.0
3,4359,1783,,0.18604651162790697,8,0.09267640063424948,0.3707056025369979,1.0,3.5,0.004546024759521709,1,0,0,0.0
3,4464,457,,0.05714285714285714,2,0.1004542357483534,0.4018169429934136,1.0,4.0,0.0058241276143508585,0,0,1,0.05714285714285714
3,4464,2513,,0.02702702702702703,1,0.1004542357483534,0.4018169429934136,1.0,4.0,0.0058241276143508585,0,1,0,0.0
3,4464,1941,,0.11764705882352941,4,0.1004542357483534,0.4018169429934136,1.0,4.0,0.0058241276143508585,0,0,0,0.0
3,4464,1783,,0.2,9,0.1004542357483534,0.4018169429934136,1.0,4.0,0.0058241276143508585,1,0,0,0.0
3,45,457,,0.13636363636363635,3,0.1538208168642951,0.6152832674571804,1.0,4.0,0.0006001760169142883,0,0,1,0.13636363636363635
3,45,2513,,0.13043478260869565,3,0.1538208168642951,0.6152832674571804,1.0,4.0,0.0006001760169142883,0,1,0,0.0
3,45,1941,,0.18181818181818182,4,0.1538208168642951,0.6152832674571804,1.0,4.0,0.0006001760169142883,1,0,0,0.0
3,45,1783,,0.16666666666666666,6,0.1538208168642951,0.6152832674571804,1.0,4.0,0.0006001760169142883,0,0,0,0.0
3,473,457,,0.06382978723404255,3,0.0860005502567865,0.344002201027146,1.0,4.5,0.0021269470542803403,0,0,1,0.06382978723404255
3,473,2513,,0.0625,3,0.0860005502567865,0.344002201027146,1.0,4.5,0.0021269470542803403,0,1,0,0.0
3,473,1941,,0.0625,3,0.0860005502567865,0.344002201027146,1.0,4.5,0.0021269470542803403,0,0,0,0.0
3,473,1783,,0.15517241379310345,9,0.0860005502567865,0.344002201027146,1.0,4.5,0.0021269470542803403,1,0,0,0.0
3,4825,457,,0.15,3,0.21186974789915966,0.8474789915966386,1.0,4.5,0.01777044641385966,0,0,1,0.15
3,4825,2513,,0.14285714285714285,3,0.21186974789915966,0.8474789915966386,1.0,4.5,0.01777044641385966,0,1,0,0.0
3,4825,1941,,0.4117647058823529,7,0.21186974789915966,0.8474789915966386,1.0,4.5,0.01777044641385966,1,0,0,0.0
3,4825,1783,,0.14285714285714285,5,0.21186974789915966,0.8474789915966386,1.0,4.5,0.01777044641385966,0,0,0,0.0
3,4830,457,,0.15,3,0.14464285714285713,0.5785714285714285,1.0,3.5,1.2755102040816335e-05,1,0,1,0.15
3,4830,2513,,0.14285714285714285,3,0.14464285714285713,0.5785714285714285,1.0,3.5,1.2755102040816335e-05,0,1,0,0.0
3,4830,1941,,0.14285714285714285,3,0.14464285714285713,0.5785714285714285,1.0,3.5,1.2755102040816335e-05,0,0,0,0.0
3,4830,1783,,0.14285714285714285,5,0.14464285714285713,0.5785714285714285,1.0,3.5,1.2755102040816335e-05,0,0,0,0.0
3,4942,457,,0.23809523809523808,5,0.2060549100022784,0.8242196400091136,1.0,5.0,0.0024912143913295116,1,0,1,0.23809523809523808
3,4942,2513,,0.22727272727272727,5,0.2060549100022784,0.8242196400091136,1.0,5.0,0.0024912143913295116,0,0,0,0.0
3,4942,1941,,0.22727272727272727,5,0.2060549100022784,0.8242196400091136,1.0,5.0,0.0024912143913295116,0,0,0,0.0
3,4942,1783,,0.13157894736842105,5,0.2060549100022784,0.8242196400091136,1.0,5.0,0.0024912143913295116,0,1,0,0.0
3,4990,457,,0.05128205128205128,2,0.09836707152496627,0.39346828609986506,1.0,4.25,0.0021743393051298445,0,1,1,0.05128205128205128
3,4990,2513,,0.07692307692307693,3,0.09836707152496627,0.39346828609986506,1.0,4.25,0.0021743393051298445,0,0,0,0.0
3,4990,1941,,0.10526315789473684,4,0.09836707152496627,0.39346828609986506,1.0,4.25,0.0021743393051298445,0,0,0,0.0
