usuario,hotel_recomendado,propiedad,hotel_consumido,degree_centrality,normalized_degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,harmonic_centrality,attribute_influence_score
3,3732,has_attribute:RestaurantsPriceRange2=2,,2,0.03225806451612903,0.01718667371760972,0.33513513513513515,0.067359230217892,0.012429870492634871,24.0,0.5
3,3732,has_category:Airports,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_category:Parking,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_category:Shopping,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_category:Shopping Centers,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_category:Automotive,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,located_in_city:Tampa,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_name:Tampa International Airport,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_review_count:1849 reviews,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_rating:4.0 stars,,2,0.03225806451612903,0.02747286646017477,0.3425414364640884,0.07829690158112454,0.01187348593547327,24.499999999999996,0.5
3,3732,status:open,,5,0.08064516129032258,0.19309148643112856,0.5210084033613446,0.2349323968565481,0.025944065247215688,33.5,5.0
3,3732,"has_coordinates:(27.9808, -82.5347)",,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,in_state:FL,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3732,has_postal_code:33607,,1,0.016129032258064516,0.0,0.3054187192118227,0.04014328239653904,0.007479555552779645,21.333333333333332,0.0
3,3737,has_postal_code:19107,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,has_review_count:250 reviews,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,has_name:Septa 5th Street Station,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,has_rating:2.0 stars,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,has_category:Transportation,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,has_category:Public Transportation,,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,located_in_city:Philadelphia,,4,0.07142857142857142,0.08961990856948841,0.448,0.20491148903925016,0.02384682759685051,27.833333333333332,3.0
3,3737,"has_coordinates:(39.9507, -75.1491)",,1,0.017857142857142856,0.0,0.2814070351758794,0.02320945516967517,0.008382483587350595,17.333333333333336,0.0
3,3737,status:open,,5,0.08928571428571427,0.18900249493736884,0.5233644859813084,0.23028843164380652,0.029654057375924248,30.5,5.0
3,3737,in_state:PA,,5,0.08928571428571427,0.18900249493736884,0.5233644859813084,0.23028843164380652,0.029654057375924248,30.5,5.0
