usuario,hotel_recomendado,propiedad,hotel_consumido,relation_type,semantic_group,type_specific_match_frequency,relation_weight,weighted_type_match_score
3,888,,,in_state,location,0.0,2.5,0.6823529411764706
3,888,,,has_postal_code,location,0.0,1.0,0.6823529411764706
3,901,,,has_coordinates,location,0.0,1.0,6.591666666666667
3,901,,,has_name,identity,0.0,0.5,6.591666666666667
3,901,,,status,identity,1.0,0.3,6.591666666666667
3,901,,,has_attribute,attribute,0.16666666666666666,1.0,6.591666666666667
3,901,,,has_review_count,quality,0.0,0.8,6.591666666666667
3,901,,,has_postal_code,location,0.75,1.0,6.591666666666667
3,901,,,located_in_city,location,0.75,3.0,6.591666666666667
3,901,,,in_state,location,1.0,2.5,6.591666666666667
3,901,,,has_rating,quality,0.25,1.5,6.591666666666667
3,901,,,has_category,category,0.125,2.0,6.591666666666667
3,907,,,has_category,category,0.25,2.0,6.975
3,907,,,has_attribute,attribute,0.3,1.0,6.975
3,907,,,in_state,location,1.0,2.5,6.975
3,907,,,located_in_city,location,0.75,3.0,6.975
3,907,,,has_review_count,quality,0.0,0.8,6.975
3,907,,,status,identity,1.0,0.3,6.975
3,907,,,has_coordinates,location,0.0,1.0,6.975
3,907,,,has_name,identity,0.0,0.5,6.975
3,907,,,has_rating,quality,0.25,1.5,6.975
3,907,,,has_postal_code,location,0.75,1.0,6.975
